Index	Tissue	Dataset_ID	Sample_ID	T:Tissue;C:Cellline	Cellline_name	Expression_level
437	Bladder-Normal	GSE7307	GSM176279	T	None	8.945444
438	Bladder-Normal	GSE7307	GSM176280	T	None	7.5313816
439	Bladder-Normal	GSE7307	GSM176428	T	None	8.554589
440	Bladder-Normal	GSE7307	GSM176429	T	None	8.6510515
441	Bladder-Normal	GSE7307	GSM176430	T	None	8.61471
442	Bladder-Normal	GSE7476	GSM180991	T	None	9.804131
443	Bladder-Normal	GSE7476	GSM180992	T	None	10.107217
444	Bladder-Normal	GSE7476	GSM180993	T	None	9.461479
445	Bladder-Normal	GSE7476	GSM180994	T	None	10.709084
446	Bladder-Normal	GSE11783	GSM298203	T	None	9.330916
447	Bladder-Normal	GSE11783	GSM298204	T	None	9.142107
448	Bladder-Normal	GSE11783	GSM298212	T	None	9.303781
449	Bladder-Normal	GSE11783	GSM298215	T	None	9.405142
450	Bladder-Normal	GSE11783	GSM298216	T	None	8.851749
451	Bladder-Normal	GSE11783	GSM298217	T	None	8.826549
452	Bladder-Normal	GSE30522	GSM756935	T	None	12.535275
453	Bladder-Normal	GSE30522	GSM756936	T	None	12.499348
454	Bladder-Normal	GSE30522	GSM756937	T	None	11.537218
455	Bladder-Normal	GSE31189	GSM773176	T	None	6.9886847
456	Bladder-Normal	GSE31189	GSM773177	T	None	7.2479277
457	Bladder-Normal	GSE31189	GSM773178	T	None	7.741467
458	Bladder-Normal	GSE31189	GSM773179	T	None	7.2667866
459	Bladder-Normal	GSE31189	GSM773180	T	None	7.451211
460	Bladder-Normal	GSE31189	GSM773181	T	None	7.8641863
461	Bladder-Normal	GSE31189	GSM773182	T	None	8.238404
462	Bladder-Normal	GSE31189	GSM773183	T	None	6.882643
463	Bladder-Normal	GSE31189	GSM773184	T	None	7.5698557
464	Bladder-Normal	GSE31189	GSM773185	T	None	8.413628
465	Bladder-Normal	GSE31189	GSM773186	T	None	8.566054
466	Bladder-Normal	GSE31189	GSM773187	T	None	7.129283
467	Bladder-Normal	GSE31189	GSM773188	T	None	7.665336
468	Bladder-Normal	GSE31189	GSM773189	T	None	9.459432
469	Bladder-Normal	GSE31189	GSM773190	T	None	9.108524
470	Bladder-Normal	GSE31189	GSM773191	T	None	8.569856
471	Bladder-Normal	GSE31189	GSM773192	T	None	6.965784
472	Bladder-Normal	GSE31189	GSM773193	T	None	7.592457
473	Bladder-Normal	GSE31189	GSM773194	T	None	10.856425
474	Bladder-Normal	GSE31189	GSM773195	T	None	10.2179575
475	Bladder-Normal	GSE31189	GSM773196	T	None	10.029287
476	Bladder-Normal	GSE31189	GSM773197	T	None	9.789534
477	Bladder-Normal	GSE31189	GSM773198	T	None	7.8265486
478	Bladder-Normal	GSE31189	GSM773199	T	None	8.592457
479	Bladder-Normal	GSE31189	GSM773200	T	None	10.663558
480	Bladder-Normal	GSE31189	GSM773201	T	None	7.7210994
481	Bladder-Normal	GSE31189	GSM773202	T	None	8.1947565
482	Bladder-Normal	GSE31189	GSM773203	T	None	10.265615
483	Bladder-Normal	GSE31189	GSM773204	T	None	8.113742
484	Bladder-Normal	GSE31189	GSM773205	T	None	9.609179
485	Bladder-Normal	GSE31189	GSM773206	T	None	8.771489
486	Bladder-Normal	GSE31189	GSM773207	T	None	7.857981
487	Bladder-Normal	GSE31189	GSM773208	T	None	7.748193
488	Bladder-Normal	GSE31189	GSM773209	T	None	7.8887434
489	Bladder-Normal	GSE31189	GSM773210	T	None	11.104599
490	Bladder-Normal	GSE31189	GSM773211	T	None	11.353698
491	Bladder-Normal	GSE31189	GSM773212	T	None	9.988685
492	Bladder-Normal	GSE31189	GSM773213	T	None	11.288866
493	Bladder-Normal	GSE31189	GSM773214	T	None	10.55267
494	Bladder-Normal	GSE31189	GSM773215	T	None	9.938109
719	Blood-Cancer	GSE4588	GSM101869	T	None	9.779719
720	Blood-Cancer	GSE2109	GSM102457	T	None	10.406205
721	Blood-Cancer	GSE2109	GSM102466	T	None	10.278449
722	Blood-Cancer	GSE2109	GSM102514	T	None	11.211888
737	Blood-Cancer	GSE42040	GSM1030962	T	None	11.335949
738	Blood-Cancer	GSE42040	GSM1030963	T	None	10.58684
739	Blood-Cancer	GSE42040	GSM1030964	T	None	10.971543
740	Blood-Cancer	GSE42040	GSM1030965	T	None	11.088125
741	Blood-Cancer	GSE42040	GSM1030966	T	None	10.982281
742	Blood-Cancer	GSE42040	GSM1030967	T	None	12.113742
743	Blood-Cancer	GSE42040	GSM1030968	T	None	11.157978
744	Blood-Cancer	GSE42040	GSM1030969	T	None	10.574594
745	Blood-Cancer	GSE42040	GSM1030970	T	None	11.816983
746	Blood-Cancer	GSE42040	GSM1030971	T	None	12.008429
747	Blood-Cancer	GSE42040	GSM1030972	T	None	11.27903
748	Blood-Cancer	GSE42040	GSM1030973	T	None	11.445532
749	Blood-Cancer	GSE42040	GSM1030974	T	None	11.547858
750	Blood-Cancer	GSE42040	GSM1030975	T	None	10.664447
751	Blood-Cancer	GSE42040	GSM1030976	T	None	11.425216
752	Blood-Cancer	GSE42040	GSM1030977	T	None	11.357552
753	Blood-Cancer	GSE42040	GSM1030978	T	None	11.957465
754	Blood-Cancer	GSE42040	GSM1030979	T	None	11.690434
755	Blood-Cancer	GSE42040	GSM1030980	T	None	11.685186
756	Blood-Cancer	GSE42040	GSM1030981	T	None	11.399278
757	Blood-Cancer	GSE42040	GSM1030982	T	None	11.349281
758	Blood-Cancer	GSE42040	GSM1030983	T	None	11.129283
759	Blood-Cancer	GSE42040	GSM1030984	T	None	10.391244
760	Blood-Cancer	GSE42040	GSM1030985	T	None	10.520618
761	Blood-Cancer	GSE42040	GSM1030986	T	None	10.759056
762	Blood-Cancer	GSE42040	GSM1030987	T	None	11.527966
763	Blood-Cancer	GSE42040	GSM1030988	T	None	10.560333
764	Blood-Cancer	GSE42040	GSM1030989	T	None	11.298062
765	Blood-Cancer	GSE42040	GSM1030990	T	None	11.147205
766	Blood-Cancer	GSE42040	GSM1030991	T	None	11.255029
767	Blood-Cancer	GSE42040	GSM1030992	T	None	10.768185
768	Blood-Cancer	GSE42040	GSM1030993	T	None	11.416798
769	Blood-Cancer	GSE42040	GSM1030994	T	None	11.866507
770	Blood-Cancer	GSE42040	GSM1030995	T	None	11.219773
771	Blood-Cancer	GSE42040	GSM1030996	T	None	12.323337
772	Blood-Cancer	GSE42040	GSM1030997	T	None	11.34374
773	Blood-Cancer	GSE42040	GSM1030998	T	None	12.274378
774	Blood-Cancer	GSE42040	GSM1030999	T	None	10.834471
775	Blood-Cancer	GSE42040	GSM1031000	T	None	10.754052
776	Blood-Cancer	GSE42040	GSM1031001	T	None	11.643856
777	Blood-Cancer	GSE42040	GSM1031002	T	None	10.40088
778	Blood-Cancer	GSE42040	GSM1031003	T	None	11.373953
779	Blood-Cancer	GSE42040	GSM1031004	T	None	10.753217
780	Blood-Cancer	GSE42040	GSM1031005	T	None	9.324181
781	Blood-Cancer	GSE42040	GSM1031006	T	None	9.918863
782	Blood-Cancer	GSE42040	GSM1031007	T	None	11.58637
783	Blood-Cancer	GSE42040	GSM1031008	T	None	10.240791
784	Blood-Cancer	GSE42040	GSM1031009	T	None	11.892922
785	Blood-Cancer	GSE42040	GSM1031010	T	None	11.547377
786	Blood-Cancer	GSE42040	GSM1031011	T	None	10.582142
787	Blood-Cancer	GSE42040	GSM1031012	T	None	11.199059
788	Blood-Cancer	GSE42040	GSM1031013	T	None	10.293471
789	Blood-Cancer	GSE42040	GSM1031014	T	None	11.528942
790	Blood-Cancer	GSE42040	GSM1031015	T	None	10.71682
791	Blood-Cancer	GSE42040	GSM1031016	T	None	11.405142
792	Blood-Cancer	GSE42040	GSM1031017	T	None	11.8645735
793	Blood-Cancer	GSE42040	GSM1031018	T	None	11.518162
794	Blood-Cancer	GSE42040	GSM1031019	T	None	10.943248
795	Blood-Cancer	GSE42040	GSM1031020	T	None	11.3185425
796	Blood-Cancer	GSE42040	GSM1031021	T	None	11.186733
797	Blood-Cancer	GSE42040	GSM1031022	T	None	10.938845
798	Blood-Cancer	GSE42040	GSM1031023	T	None	11.27088
799	Blood-Cancer	GSE42040	GSM1031024	T	None	11.524052
800	Blood-Cancer	GSE42040	GSM1031025	T	None	11.861862
801	Blood-Cancer	GSE42040	GSM1031026	T	None	11.284824
802	Blood-Cancer	GSE42040	GSM1031027	T	None	11.538189
803	Blood-Cancer	GSE42040	GSM1031028	T	None	10.084808
804	Blood-Cancer	GSE42040	GSM1031029	T	None	11.679481
805	Blood-Cancer	GSE42040	GSM1031030	T	None	11.660441
806	Blood-Cancer	GSE42040	GSM1031031	T	None	10.595258
807	Blood-Cancer	GSE42040	GSM1031032	T	None	10.049849
808	Blood-Cancer	GSE42040	GSM1031033	T	None	10.985842
809	Blood-Cancer	GSE42040	GSM1031034	T	None	10.911392
810	Blood-Cancer	GSE42040	GSM1031035	T	None	11.545447
811	Blood-Cancer	GSE42040	GSM1031036	T	None	11.055283
812	Blood-Cancer	GSE42040	GSM1031037	T	None	11.382084
813	Blood-Cancer	GSE42040	GSM1031038	T	None	11.477252
814	Blood-Cancer	GSE42040	GSM1031039	T	None	11.683434
815	Blood-Cancer	GSE42040	GSM1031040	T	None	11.582612
816	Blood-Cancer	GSE42064	GSM1031831	T	None	12.595724
817	Blood-Cancer	GSE42064	GSM1031832	T	None	11.805744
818	Blood-Cancer	GSE42064	GSM1031833	T	None	12.526744
819	Blood-Cancer	GSE42064	GSM1031834	T	None	12.0633955
820	Blood-Cancer	GSE42064	GSM1031835	T	None	11.002815
821	Blood-Cancer	GSE42064	GSM1031836	T	None	11.638436
822	Blood-Cancer	GSE42064	GSM1031837	T	None	12.154819
823	Blood-Cancer	GSE42064	GSM1031838	T	None	11.728346
824	Blood-Cancer	GSE42064	GSM1031839	T	None	12.215533
825	Blood-Cancer	GSE42064	GSM1031840	T	None	12.33818
826	Blood-Cancer	GSE42064	GSM1031841	T	None	12.391781
827	Blood-Cancer	GSE42064	GSM1031842	T	None	12.391512
828	Blood-Cancer	GSE42064	GSM1031843	T	None	12.494606
829	Blood-Cancer	GSE42064	GSM1031844	T	None	11.778898
830	Blood-Cancer	GSE42064	GSM1031845	T	None	11.144021
831	Blood-Cancer	GSE42064	GSM1031846	T	None	12.061033
832	Blood-Cancer	GSE42064	GSM1031847	T	None	12.448632
833	Blood-Cancer	GSE42064	GSM1031848	T	None	11.685186
834	Blood-Cancer	GSE42064	GSM1031849	T	None	12.389093
835	Blood-Cancer	GSE42064	GSM1031850	T	None	12.334273
836	Blood-Cancer	GSE42064	GSM1031851	T	None	12.365229
837	Blood-Cancer	GSE42064	GSM1031852	T	None	12.057315
838	Blood-Cancer	GSE42064	GSM1031853	T	None	11.87152
839	Blood-Cancer	GSE42064	GSM1031854	T	None	12.052568
840	Blood-Cancer	GSE42064	GSM1031855	T	None	12.970825
841	Blood-Cancer	GSE42064	GSM1031856	T	None	11.603626
842	Blood-Cancer	GSE42064	GSM1031857	T	None	12.0704565
843	Blood-Cancer	GSE42064	GSM1031858	T	None	12.476493
844	Blood-Cancer	GSE42064	GSM1031859	T	None	11.524052
845	Blood-Cancer	GSE42064	GSM1031860	T	None	12.381543
846	Blood-Cancer	GSE42064	GSM1031861	T	None	12.5919895
847	Blood-Cancer	GSE42064	GSM1031862	T	None	12.814783
848	Blood-Cancer	GSE42064	GSM1031863	T	None	12.561526
849	Blood-Cancer	GSE42064	GSM1031864	T	None	12.657765
850	Blood-Cancer	GSE42064	GSM1031865	T	None	12.730045
851	Blood-Cancer	GSE42064	GSM1031866	T	None	12.370143
852	Blood-Cancer	GSE42064	GSM1031867	T	None	12.243174
853	Blood-Cancer	GSE42064	GSM1031868	T	None	12.633223
918	Blood-Cancer	GSE44337	GSM1083475	T	None	11.728346
919	Blood-Cancer	GSE44337	GSM1083476	T	None	11.802113
920	Blood-Cancer	GSE44337	GSM1083477	T	None	10.724514
921	Blood-Cancer	GSE44337	GSM1083478	T	None	10.935902
922	Blood-Cancer	GSE44337	GSM1083479	T	None	11.98335
923	Blood-Cancer	GSE44337	GSM1083480	T	None	11.219773
924	Blood-Cancer	GSE44337	GSM1083481	T	None	11.922585
925	Blood-Cancer	GSE44337	GSM1083482	T	None	10.751544
926	Blood-Cancer	GSE44337	GSM1083483	T	None	11.790348
929	Blood-Cancer	GSE45736	GSM1113422	T	None	11.523072
930	Blood-Cancer	GSE45736	GSM1113423	T	None	12.828732
931	Blood-Cancer	GSE45736	GSM1113424	T	None	10.327553
932	Blood-Cancer	GSE46170	GSM1125352	T	None	10.864186
933	Blood-Cancer	GSE46170	GSM1125353	T	None	11.293471
934	Blood-Cancer	GSE46170	GSM1125354	T	None	9.799282
935	Blood-Cancer	GSE46170	GSM1125355	T	None	12.839991
936	Blood-Cancer	GSE46170	GSM1125356	T	None	11.718533
937	Blood-Cancer	GSE46170	GSM1125357	T	None	11.149747
938	Blood-Cancer	GSE46170	GSM1125358	T	None	11.484823
939	Blood-Cancer	GSE46170	GSM1125359	T	None	10.045759
940	Blood-Cancer	GSE46170	GSM1125360	T	None	11.51274
941	Blood-Cancer	GSE46170	GSM1125361	T	None	11.878434
942	Blood-Cancer	GSE46170	GSM1125362	T	None	11.464546
943	Blood-Cancer	GSE46170	GSM1125363	T	None	11.984062
944	Blood-Cancer	GSE46170	GSM1125364	T	None	11.444497
945	Blood-Cancer	GSE46170	GSM1125365	T	None	11.746095
946	Blood-Cancer	GSE46170	GSM1125366	T	None	11.986553
947	Blood-Cancer	GSE46170	GSM1125367	T	None	11.599913
948	Blood-Cancer	GSE46170	GSM1125368	T	None	12.346514
949	Blood-Cancer	GSE46170	GSM1125369	T	None	10.868051
950	Blood-Cancer	GSE46170	GSM1125370	T	None	11.567956
951	Blood-Cancer	GSE46170	GSM1125372	T	None	10.574594
952	Blood-Cancer	GSE46170	GSM1125373	T	None	11.006326
953	Blood-Cancer	GSE46170	GSM1125374	T	None	11.493355
954	Blood-Cancer	GSE46170	GSM1125375	T	None	11.567481
955	Blood-Cancer	GSE46170	GSM1125376	T	None	10.941781
956	Blood-Cancer	GSE46170	GSM1125377	T	None	11.77561
957	Blood-Cancer	GSE46170	GSM1125378	T	None	11.332037
958	Blood-Cancer	GSE46170	GSM1125383	T	None	11.299781
959	Blood-Cancer	GSE46170	GSM1125384	T	None	11.02098
960	Blood-Cancer	GSE46170	GSM1125386	T	None	10.257388
961	Blood-Cancer	GSE46170	GSM1125387	T	None	11.073472
962	Blood-Cancer	GSE46170	GSM1125388	T	None	10.290019
963	Blood-Cancer	GSE46819	GSM1138793	T	None	11.389093
964	Blood-Cancer	GSE46819	GSM1138794	T	None	11.516685
965	Blood-Cancer	GSE46819	GSM1138795	T	None	11.416798
966	Blood-Cancer	GSE46819	GSM1138796	T	None	10.023754
967	Blood-Cancer	GSE46819	GSM1138797	T	None	11.81298
968	Blood-Cancer	GSE46819	GSM1138798	T	None	12.024447
969	Blood-Cancer	GSE46819	GSM1138799	T	None	10.221587
970	Blood-Cancer	GSE46819	GSM1138800	T	None	11.009129
971	Blood-Cancer	GSE46819	GSM1138801	T	None	10.149747
972	Blood-Cancer	GSE46819	GSM1138802	T	None	13.66578
973	Blood-Cancer	GSE46819	GSM1138803	T	None	11.530894
974	Blood-Cancer	GSE46819	GSM1138804	T	None	11.619303
979	Blood-Cancer	GSE49032	GSM1143783	T	None	10.827343
980	Blood-Cancer	GSE49032	GSM1143784	T	None	10.579316
981	Blood-Cancer	GSE49032	GSM1143785	T	None	11.79279
982	Blood-Cancer	GSE49032	GSM1143786	T	None	9.491853
983	Blood-Cancer	GSE49032	GSM1143787	T	None	10.51274
984	Blood-Cancer	GSE49032	GSM1143788	T	None	10.905387
985	Blood-Cancer	GSE49032	GSM1143789	T	None	9.831307
986	Blood-Cancer	GSE49032	GSM1143790	T	None	10.475734
987	Blood-Cancer	GSE49032	GSM1143791	T	None	10.654636
988	Blood-Cancer	GSE49032	GSM1143792	T	None	9.761551
989	Blood-Cancer	GSE49032	GSM1143793	T	None	9.813781
990	Blood-Cancer	GSE49032	GSM1143794	T	None	10.3663225
991	Blood-Cancer	GSE49032	GSM1143795	T	None	10.630267
992	Blood-Cancer	GSE49032	GSM1143797	T	None	11.683434
993	Blood-Cancer	GSE49032	GSM1143798	T	None	9.958552
994	Blood-Cancer	GSE49032	GSM1143799	T	None	11.764042
995	Blood-Cancer	GSE49032	GSM1143800	T	None	9.497851
996	Blood-Cancer	GSE49032	GSM1143801	T	None	10.416798
997	Blood-Cancer	GSE49032	GSM1143802	T	None	10.45018
998	Blood-Cancer	GSE49032	GSM1143803	T	None	10.139551
999	Blood-Cancer	GSE49032	GSM1143804	T	None	10.83684
1000	Blood-Cancer	GSE49032	GSM1143805	T	None	10.823367
1001	Blood-Cancer	GSE49032	GSM1143806	T	None	10.861087
1002	Blood-Cancer	GSE49032	GSM1143807	T	None	11.97549
1003	Blood-Cancer	GSE49032	GSM1143808	T	None	10.97298
1004	Blood-Cancer	GSE49032	GSM1143809	T	None	10.805744
1005	Blood-Cancer	GSE49032	GSM1143810	T	None	11.180531
1006	Blood-Cancer	GSE49032	GSM1143811	T	None	9.815383
1007	Blood-Cancer	GSE49032	GSM1143812	T	None	9.483816
1008	Blood-Cancer	GSE49032	GSM1143813	T	None	9.751544
1009	Blood-Cancer	GSE49032	GSM1143814	T	None	9.938109
1010	Blood-Cancer	GSE49032	GSM1143815	T	None	9.974415
1011	Blood-Cancer	GSE49032	GSM1143816	T	None	10.801708
1012	Blood-Cancer	GSE49032	GSM1143817	T	None	9.283089
1013	Blood-Cancer	GSE49032	GSM1143818	T	None	10.134426
1014	Blood-Cancer	GSE49032	GSM1143819	T	None	9.698705
1015	Blood-Cancer	GSE49032	GSM1143820	T	None	10.62022
1016	Blood-Cancer	GSE49032	GSM1143821	T	None	10.197217
1017	Blood-Cancer	GSE49032	GSM1143822	T	None	10.631177
1018	Blood-Cancer	GSE49032	GSM1143823	T	None	11.722381
1019	Blood-Cancer	GSE49032	GSM1143824	T	None	11.529919
1020	Blood-Cancer	GSE49032	GSM1143825	T	None	8.375039
1021	Blood-Cancer	GSE49032	GSM1143826	T	None	11.039604
1022	Blood-Cancer	GSE49032	GSM1143827	T	None	11.377211
1023	Blood-Cancer	GSE49032	GSM1143828	T	None	10.8008995
1024	Blood-Cancer	GSE49032	GSM1143829	T	None	10.482808
1025	Blood-Cancer	GSE49032	GSM1143830	T	None	10.382624
1026	Blood-Cancer	GSE49032	GSM1143831	T	None	8.942514
1027	Blood-Cancer	GSE49032	GSM1143832	T	None	11.265615
1028	Blood-Cancer	GSE49032	GSM1143833	T	None	10.355351
1029	Blood-Cancer	GSE49032	GSM1143834	T	None	11.035486
1030	Blood-Cancer	GSE49032	GSM1143835	T	None	9.41996
1031	Blood-Cancer	GSE49032	GSM1143836	T	None	10.878051
1032	Blood-Cancer	GSE49032	GSM1143837	T	None	10.783816
1033	Blood-Cancer	GSE49032	GSM1143838	T	None	10.689124
1034	Blood-Cancer	GSE49032	GSM1143839	T	None	10.036174
1035	Blood-Cancer	GSE49032	GSM1143840	T	None	11.616089
1036	Blood-Cancer	GSE49032	GSM1143841	T	None	8.97728
1037	Blood-Cancer	GSE49032	GSM1143842	T	None	10.851749
1038	Blood-Cancer	GSE49032	GSM1143843	T	None	8.997179
1039	Blood-Cancer	GSE49032	GSM1143844	T	None	11.58684
1040	Blood-Cancer	GSE49032	GSM1143845	T	None	10.238404
1041	Blood-Cancer	GSE49032	GSM1143846	T	None	9.625709
1042	Blood-Cancer	GSE49032	GSM1143847	T	None	11.893681
1043	Blood-Cancer	GSE49032	GSM1143848	T	None	10.3706875
1044	Blood-Cancer	GSE49032	GSM1143849	T	None	10.452241
1045	Blood-Cancer	GSE49032	GSM1143850	T	None	10.373953
1046	Blood-Cancer	GSE49032	GSM1143851	T	None	10.646559
1047	Blood-Cancer	GSE49032	GSM1143852	T	None	9.609179
1048	Blood-Cancer	GSE49032	GSM1143853	T	None	11.241983
1049	Blood-Cancer	GSE49032	GSM1143854	T	None	9.682995
1050	Blood-Cancer	GSE49032	GSM1143855	T	None	9.722808
1051	Blood-Cancer	GSE49032	GSM1143856	T	None	9.945444
1052	Blood-Cancer	GSE49032	GSM1143857	T	None	10.375039
1053	Blood-Cancer	GSE49032	GSM1143858	T	None	10.799282
1054	Blood-Cancer	GSE49032	GSM1143859	T	None	10.208235
1055	Blood-Cancer	GSE49032	GSM1143860	T	None	9.802516
1056	Blood-Cancer	GSE49032	GSM1143865	T	None	10.423116
1057	Blood-Cancer	GSE49032	GSM1143866	T	None	10.899357
1058	Blood-Cancer	GSE49032	GSM1143867	T	None	10.665336
1059	Blood-Cancer	GSE49032	GSM1143868	T	None	8.550747
1060	Blood-Cancer	GSE49032	GSM1143869	T	None	10.595258
1061	Blood-Cancer	GSE49032	GSM1143872	T	None	10.47978
1062	Blood-Cancer	GSE49032	GSM1143873	T	None	12.530406
1063	Blood-Cancer	GSE49032	GSM1143874	T	None	10.61471
1064	Blood-Cancer	GSE49032	GSM1143876	T	None	11.852139
1065	Blood-Cancer	GSE49032	GSM1143877	T	None	9.700439
1066	Blood-Cancer	GSE49032	GSM1143878	T	None	11.401413
1067	Blood-Cancer	GSE49032	GSM1143879	T	None	11.312316
1068	Blood-Cancer	GSE49032	GSM1143880	T	None	10.232421
1069	Blood-Cancer	GSE49032	GSM1143881	T	None	10.630267
1070	Blood-Cancer	GSE49032	GSM1143882	T	None	11.364682
1071	Blood-Cancer	GSE49032	GSM1143883	T	None	11.144658
1072	Blood-Cancer	GSE49032	GSM1143884	T	None	11.149747
1073	Blood-Cancer	GSE49032	GSM1143885	T	None	11.417852
1074	Blood-Cancer	GSE49032	GSM1143886	T	None	11.28077
1075	Blood-Cancer	GSE49032	GSM1143887	T	None	11.473198
1076	Blood-Cancer	GSE49032	GSM1143888	T	None	10.52943
1077	Blood-Cancer	GSE49032	GSM1143889	T	None	10.241983
1078	Blood-Cancer	GSE47355	GSM1148070	T	None	11.820179
1079	Blood-Cancer	GSE47355	GSM1148071	T	None	12.852139
1080	Blood-Cancer	GSE47355	GSM1148072	T	None	11.776844
1081	Blood-Cancer	GSE47355	GSM1148073	T	None	12.0017605
1082	Blood-Cancer	GSE2109	GSM117688	T	None	11.410451
1083	Blood-Cancer	GSE2109	GSM117765	T	None	12.062384
1084	Blood-Cancer	GSE2109	GSM117771	T	None	11.530894
1085	Blood-Cancer	GSE50006	GSM1211900	T	None	10.929998
1086	Blood-Cancer	GSE50006	GSM1211901	T	None	10.772315
1087	Blood-Cancer	GSE50006	GSM1211902	T	None	10.651949
1088	Blood-Cancer	GSE50006	GSM1211903	T	None	10.546894
1089	Blood-Cancer	GSE50006	GSM1211904	T	None	8.870365
1090	Blood-Cancer	GSE50006	GSM1211905	T	None	10.178665
1091	Blood-Cancer	GSE50006	GSM1211906	T	None	10.879583
1092	Blood-Cancer	GSE50006	GSM1211907	T	None	10.099348
1093	Blood-Cancer	GSE50006	GSM1211922	T	None	10.292321
1094	Blood-Cancer	GSE50006	GSM1211923	T	None	10.087462
1095	Blood-Cancer	GSE50006	GSM1211924	T	None	11.292321
1096	Blood-Cancer	GSE50006	GSM1211925	T	None	10.788718
1097	Blood-Cancer	GSE50006	GSM1211926	T	None	10.396605
1098	Blood-Cancer	GSE50006	GSM1211927	T	None	10.78136
1099	Blood-Cancer	GSE50006	GSM1211932	T	None	10.764042
1100	Blood-Cancer	GSE50006	GSM1211933	T	None	10.8626375
1101	Blood-Cancer	GSE50006	GSM1211934	T	None	11.554589
1102	Blood-Cancer	GSE50006	GSM1211935	T	None	11.2502985
1103	Blood-Cancer	GSE50006	GSM1211936	T	None	10.830515
1104	Blood-Cancer	GSE50006	GSM1211937	T	None	11.652397
1105	Blood-Cancer	GSE50006	GSM1211938	T	None	11.227015
1106	Blood-Cancer	GSE50006	GSM1211939	T	None	11.147205
1107	Blood-Cancer	GSE50006	GSM1211940	T	None	10.804131
1108	Blood-Cancer	GSE50006	GSM1211941	T	None	11.168045
1109	Blood-Cancer	GSE50006	GSM1211942	T	None	10.403012
1110	Blood-Cancer	GSE50006	GSM1211943	T	None	10.749031
1111	Blood-Cancer	GSE50006	GSM1211944	T	None	10.632087
1112	Blood-Cancer	GSE50006	GSM1211945	T	None	11.585432
1113	Blood-Cancer	GSE50006	GSM1211946	T	None	10.696098
1114	Blood-Cancer	GSE50006	GSM1211947	T	None	12.161447
1115	Blood-Cancer	GSE50006	GSM1211948	T	None	10.704768
1116	Blood-Cancer	GSE50006	GSM1211949	T	None	11.072803
1117	Blood-Cancer	GSE50006	GSM1211950	T	None	12.201511
1118	Blood-Cancer	GSE50006	GSM1211951	T	None	10.887982
1119	Blood-Cancer	GSE50006	GSM1211952	T	None	9.918863
1120	Blood-Cancer	GSE50006	GSM1211953	T	None	10.898602
1121	Blood-Cancer	GSE50006	GSM1211954	T	None	11.790348
1122	Blood-Cancer	GSE50006	GSM1211955	T	None	11.504322
1123	Blood-Cancer	GSE50006	GSM1211956	T	None	11.505316
1124	Blood-Cancer	GSE50006	GSM1211957	T	None	11.352595
1125	Blood-Cancer	GSE50006	GSM1211958	T	None	9.707359
1126	Blood-Cancer	GSE50006	GSM1211959	T	None	11.390169
1127	Blood-Cancer	GSE50006	GSM1211960	T	None	11.326991
1128	Blood-Cancer	GSE50006	GSM1211967	T	None	11.292897
1129	Blood-Cancer	GSE50006	GSM1211968	T	None	11.3089075
1130	Blood-Cancer	GSE50006	GSM1211969	T	None	11.55411
1131	Blood-Cancer	GSE50006	GSM1211970	T	None	11.627534
1132	Blood-Cancer	GSE50006	GSM1211971	T	None	10.953469
1133	Blood-Cancer	GSE50006	GSM1211972	T	None	11.129927
1134	Blood-Cancer	GSE50006	GSM1211973	T	None	11.073472
1135	Blood-Cancer	GSE50006	GSM1211974	T	None	10.929258
1136	Blood-Cancer	GSE50006	GSM1211975	T	None	11.122181
1137	Blood-Cancer	GSE50006	GSM1211976	T	None	10.727921
1138	Blood-Cancer	GSE50006	GSM1211977	T	None	11.023754
1139	Blood-Cancer	GSE50006	GSM1211978	T	None	10.754888
1140	Blood-Cancer	GSE50006	GSM1211979	T	None	11.94398
1141	Blood-Cancer	GSE50006	GSM1211980	T	None	10.599913
1142	Blood-Cancer	GSE50006	GSM1211981	T	None	11.190442
1143	Blood-Cancer	GSE50006	GSM1211982	T	None	10.635718
1144	Blood-Cancer	GSE50006	GSM1211983	T	None	11.194141
1145	Blood-Cancer	GSE50006	GSM1211984	T	None	10.618385
1146	Blood-Cancer	GSE50006	GSM1211985	T	None	10.966505
1147	Blood-Cancer	GSE50006	GSM1211986	T	None	10.373953
1148	Blood-Cancer	GSE50006	GSM1211987	T	None	10.303781
1149	Blood-Cancer	GSE50006	GSM1211988	T	None	10.993646
1150	Blood-Cancer	GSE50006	GSM1211989	T	None	10.372865
1151	Blood-Cancer	GSE50006	GSM1211990	T	None	10.6402445
1152	Blood-Cancer	GSE50006	GSM1211991	T	None	11.879583
1153	Blood-Cancer	GSE50006	GSM1211992	T	None	10.228819
1154	Blood-Cancer	GSE50006	GSM1211993	T	None	11.014021
1155	Blood-Cancer	GSE50006	GSM1211994	T	None	10.690871
1156	Blood-Cancer	GSE50006	GSM1211995	T	None	10.690871
1157	Blood-Cancer	GSE50006	GSM1211996	T	None	10.60733
